timestamp,seed,gen_time,stage_time,copy_time
2025-05-09 22:07:46,1004,436,43,82
2025-05-09 22:07:47,1004,436,45,82
2025-05-09 22:08:48,4394,429,35,83
2025-05-09 22:08:49,4394,463,34,82
2025-05-09 22:08:50,4394,487,36,82
2025-05-09 22:08:51,4394,458,32,82
2025-05-09 22:08:52,4394,400,36,82
2025-05-09 22:08:53,4394,401,34,82
2025-05-09 22:08:54,4394,394,32,82
2025-05-09 22:08:55,4394,424,32,82
2025-05-09 22:08:56,4394,387,31,82
2025-05-09 22:08:57,4394,394,32,82
2025-05-09 22:08:58,4394,379,33,82
2025-05-09 22:08:59,4394,438,35,82
2025-05-09 22:09:00,4394,378,31,82
2025-05-09 22:09:01,4394,395,36,82
2025-05-09 22:09:02,4394,373,31,82
2025-05-09 22:09:03,4394,380,32,82
2025-05-09 22:09:04,4394,386,32,82
2025-05-09 22:09:05,4394,385,32,82
2025-05-09 22:09:06,4394,406,30,82
2025-05-09 22:09:07,4394,382,30,82
2025-05-09 22:09:55,4394,425,34,83
2025-05-09 22:09:56,4394,450,40,82
2025-05-09 22:09:57,4394,407,35,82
2025-05-09 22:09:58,4394,435,38,82
2025-05-09 22:09:59,4394,403,34,82
2025-05-09 22:10:00,4394,386,33,82
2025-05-09 22:10:01,4394,380,30,82
2025-05-09 22:10:02,4394,378,30,82
2025-05-09 22:10:03,4394,369,30,82
2025-05-09 22:10:04,4394,396,30,82
2025-05-09 22:10:05,4394,379,31,82
2025-05-09 22:10:06,4394,380,31,82
2025-05-09 22:10:07,4394,410,36,82
2025-05-09 22:10:08,4394,429,35,82
2025-05-09 22:10:09,4394,413,39,82
2025-05-09 22:10:10,4394,423,31,82
2025-05-09 22:10:11,4394,373,31,82
2025-05-09 22:10:12,4394,387,32,82
2025-05-09 22:10:13,4394,374,31,82
2025-05-09 22:10:14,4394,380,32,82
2025-05-09 22:10:15,4394,385,30,82
2025-05-09 22:10:16,4394,389,30,82
2025-05-09 22:10:17,4394,377,30,82
2025-05-09 22:10:18,4394,416,34,82
2025-05-09 22:10:19,4394,403,34,82
2025-05-09 22:10:20,4394,437,36,82
2025-05-09 22:10:21,4394,422,30,82
2025-05-09 22:10:22,4394,382,30,82
2025-05-09 22:10:23,4394,376,31,82
2025-05-09 22:10:24,4394,388,32,82
2025-05-09 22:10:25,4394,370,32,82
2025-05-09 22:10:26,4394,380,30,82
2025-05-09 22:10:27,4394,377,31,82
2025-05-09 22:10:28,4394,385,30,82
2025-05-09 22:10:29,4394,404,33,82
2025-05-09 22:10:30,4394,421,34,82
2025-05-09 22:10:31,4394,413,35,82
2025-05-09 22:10:32,4394,419,30,82
2025-05-09 22:10:33,4394,369,31,82
2025-05-09 22:10:34,4394,377,31,82
2025-05-09 22:10:35,4394,373,31,82
2025-05-09 22:10:36,4394,378,32,82
2025-05-09 22:10:37,4394,369,32,82
2025-05-09 22:10:38,4394,380,33,82
2025-05-09 22:10:39,4394,384,31,82
2025-05-09 22:10:40,4394,419,32,82
2025-05-09 22:10:41,4394,399,34,82
2025-05-09 22:10:42,4394,448,36,82
2025-05-09 22:10:43,4394,420,31,82
2025-05-09 22:10:44,4394,384,31,82
2025-05-09 22:10:45,4394,369,32,82
2025-05-09 22:10:46,4394,405,34,82
2025-05-09 22:10:47,4394,388,31,82
